#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 01 22 01 50 300  4.0  5.0   0.9    19   7.0 270 1023.6  13.9  14.3    MM   MM   MM    MM
2023 01 22 01 40 300  4.0  5.0    MM    MM    MM  MM 1023.6  13.9  14.4    MM   MM   MM    MM
2023 01 22 01 30 300  4.0  5.0    MM    MM    MM  MM 1023.6  13.9  14.4    MM   MM   MM    MM
2023 01 22 01 20 300  4.0  5.0   1.0    19   7.9 231 1023.5  13.9  14.4    MM   MM   MM    MM
2023 01 22 01 10 290  5.0  6.0   1.0    MM   7.9 231 1023.6  13.9  14.4    MM   MM   MM    MM
2023 01 22 01 00 280  5.0  6.0    MM    MM    MM  MM 1023.6  14.0  14.4    MM   MM -0.8    MM
2023 01 22 00 50 270  4.0  5.0   0.9    12   7.7 262 1023.5  14.2  14.5    MM   MM   MM    MM
2023 01 22 00 40 270  4.0  5.0    MM    MM    MM  MM 1023.6  14.3  14.5    MM   MM   MM    MM
2023 01 22 00 30 260  3.0  4.0    MM    MM    MM  MM 1023.6  14.5  14.5    MM   MM   MM    MM
2023 01 22 00 20 260  3.0  4.0   0.9    21   7.8 279 1023.6  14.6  14.5    MM   MM   MM    MM
2023 01 22 00 10 250  3.0  4.0   0.9    MM   7.8 279 1023.6  14.5  14.5    MM   MM   MM    MM
2023 01 22 00 00 240  3.0  4.0    MM    MM    MM  MM 1023.5  14.4  14.5    MM   MM -1.4    MM
2023 01 21 23 50 230  4.0  5.0   1.1    13   8.4 256 1023.6  14.3  14.6    MM   MM   MM    MM
2023 01 21 23 40 230  4.0  4.0    MM    MM    MM  MM 1023.6  14.2  14.6    MM   MM   MM    MM
2023 01 21 23 30 220  3.0  4.0    MM    MM    MM  MM 1023.6  14.3  14.7    MM   MM   MM    MM
2023 01 21 23 20 230  3.0  4.0   1.0    11   8.2 267 1023.8  14.3  14.7    MM   MM   MM    MM
2023 01 21 23 10 230  3.0  4.0   1.0    MM   8.2 267 1023.8  14.3  14.7    MM   MM   MM    MM
2023 01 21 23 00 240  3.0  4.0    MM    MM    MM  MM 1023.9  14.2  14.7    MM   MM -2.0    MM
2023 01 21 22 50 240  2.0  3.0   1.0    11   8.3 272 1023.9  14.2  14.8    MM   MM   MM    MM
2023 01 21 22 40 240  2.0  3.0    MM    MM    MM  MM 1024.0  14.3  14.8    MM   MM   MM    MM
2023 01 21 22 30 240  2.0  3.0    MM    MM    MM  MM 1024.1  14.3  14.8    MM   MM   MM    MM
2023 01 21 22 20 240  2.0  3.0   1.0    21   8.5 281 1024.2  14.4  14.8    MM   MM   MM    MM
2023 01 21 22 10 230  1.0  2.0   1.0    MM   8.5 281 1024.3  14.7  14.7    MM   MM   MM    MM
2023 01 21 22 00 230  1.0  2.0    MM    MM    MM  MM 1024.3  14.5  14.7    MM   MM -2.3    MM
2023 01 21 21 50 220  2.0  3.0   1.0    12   8.2 278 1024.4  14.2  14.7    MM   MM   MM    MM
2023 01 21 21 40 190  2.0  3.0    MM    MM    MM  MM 1024.4  14.0  14.5    MM   MM   MM    MM
2023 01 21 21 30 200  2.0  3.0    MM    MM    MM  MM 1024.5  13.9  14.6    MM   MM   MM    MM
2023 01 21 21 20 190  2.0  3.0   1.1    13   8.4 262 1024.6  13.8  14.6    MM   MM   MM    MM
2023 01 21 21 10 200  2.0  3.0   1.1    MM   8.4 262 1024.8  13.9  14.6    MM   MM   MM    MM
2023 01 21 21 00 170  2.0  2.0    MM    MM    MM  MM 1024.9  13.8  14.6    MM   MM -1.9    MM
2023 01 21 20 50 180  1.0  2.0   1.0    13   7.8 265 1025.0  13.9  14.7    MM   MM   MM    MM
2023 01 21 20 40 180  1.0  2.0    MM    MM    MM  MM 1025.2  13.9  14.6    MM   MM   MM    MM
2023 01 21 20 30 160  2.0  2.0    MM    MM    MM  MM 1025.3  13.8  14.6    MM   MM   MM    MM
2023 01 21 20 20 170  1.0  2.0   1.0    12   8.0 273 1025.5  13.9  14.6    MM   MM   MM    MM
2023 01 21 20 10 160  1.0  2.0   1.0    MM   8.0 273 1025.6  13.9  14.6    MM   MM   MM    MM
2023 01 21 20 00 170  1.0  2.0    MM    MM    MM  MM 1025.8  13.8  14.5    MM   MM -0.6    MM
2023 01 21 19 50 150  1.0  2.0   1.1    11   8.5 258 1025.9  13.7  14.5    MM   MM   MM    MM
2023 01 21 19 40 150  2.0  2.0    MM    MM    MM  MM 1026.2  13.7  14.4    MM   MM   MM    MM
2023 01 21 19 30 170  2.0  2.0    MM    MM    MM  MM 1026.3  13.6  14.4    MM   MM   MM    MM
2023 01 21 19 20 160  2.0  3.0   0.9    13   7.7 263 1026.4  13.6  14.4    MM   MM   MM    MM
2023 01 21 19 10 140  2.0  3.0    MM    MM    MM  MM 1026.5  13.6  14.3    MM   MM   MM    MM
2023 01 21 19 00 150  2.0  3.0   0.9    MM   7.7 263 1026.6  13.6  14.3    MM   MM +0.9    MM
2023 01 21 18 50 150  2.0  3.0   1.0    12   8.0 264 1026.7  13.6  14.3    MM   MM   MM    MM
2023 01 21 18 40 160  2.0  3.0   1.0    MM   8.0 264 1026.7  13.6  14.3    MM   MM   MM    MM
2023 01 21 18 30 160  2.0  3.0    MM    MM    MM  MM 1026.8  13.7  14.3    MM   MM   MM    MM
2023 01 21 18 20 170  2.0  3.0   1.1    13   8.0 265 1026.7  13.7  14.2    MM   MM   MM    MM
2023 01 21 18 10 160  2.0  2.0   1.1    MM   8.0 265 1026.8  13.7  14.2    MM   MM   MM    MM
2023 01 21 18 00 150  2.0  3.0    MM    MM    MM  MM 1026.8  13.7  14.2    MM   MM +1.8    MM
2023 01 21 17 50 150  2.0  3.0   1.0    12   7.6 253 1026.8  13.8  14.2    MM   MM   MM    MM
2023 01 21 17 40 160  1.0  2.0    MM    MM    MM  MM 1026.7  13.7  14.2    MM   MM   MM    MM
2023 01 21 17 30 150  2.0  2.0    MM    MM    MM  MM 1026.7  13.8  14.1    MM   MM   MM    MM
2023 01 21 17 20 150  2.0  2.0   1.0    13   7.7 271 1026.6  14.0  14.1    MM   MM   MM    MM
2023 01 21 17 10 150  1.0  2.0   1.0    MM   7.7 271 1026.6  14.2  14.1    MM   MM   MM    MM
2023 01 21 17 00 150  1.0  1.0    MM    MM    MM  MM 1026.4  14.3  14.1    MM   MM +1.7    MM
2023 01 21 16 50  MM  0.0  1.0   1.0    13   8.4 269 1026.3  14.7  14.1    MM   MM   MM    MM
2023 01 21 16 40  MM  0.0  1.0    MM    MM    MM  MM 1026.2  14.2  14.1    MM   MM   MM    MM
2023 01 21 16 30  MM  0.0  1.0    MM    MM    MM  MM 1026.1  14.4  14.1    MM   MM   MM    MM
2023 01 21 16 20  MM  0.0  1.0   1.0    13   8.1 267 1025.9  14.2  14.1    MM   MM   MM    MM
2023 01 21 16 10  MM  0.0  1.0   1.0    MM   8.1 267 1025.8  13.6  14.1    MM   MM   MM    MM
2023 01 21 16 00 350  1.0  1.0    MM    MM    MM  MM 1025.7  13.3  14.1    MM   MM +0.8    MM
2023 01 21 15 50 340  1.0  2.0   1.1    13   8.2 269 1025.5  13.1  14.1    MM   MM   MM    MM
2023 01 21 15 40 320  1.0  2.0    MM    MM    MM  MM 1025.4  12.9  14.1    MM   MM   MM    MM
2023 01 21 15 30 300  2.0  3.0    MM    MM    MM  MM 1025.3  12.8  14.1    MM   MM   MM    MM
2023 01 21 15 20 310  1.0  2.0   1.0    14   8.3 276 1025.3  12.7  14.1    MM   MM   MM    MM
2023 01 21 15 10 300  1.0  2.0   1.0    MM   8.3 276 1025.2  12.7  14.1    MM   MM   MM    MM
2023 01 21 15 00 310  1.0  2.0    MM    MM    MM  MM 1025.1  12.6  14.1    MM   MM -0.0    MM
2023 01 21 14 50 320  1.0  2.0   1.0    13   7.9 274 1025.1  12.6  14.1    MM   MM   MM    MM
2023 01 21 14 40 320  1.0  2.0    MM    MM    MM  MM 1025.1  12.6  14.1    MM   MM   MM    MM
2023 01 21 14 30 300  1.0  2.0    MM    MM    MM  MM 1025.1  12.6  14.1    MM   MM   MM    MM
2023 01 21 14 20 280  2.0  3.0   1.0    14   7.8 266 1025.0  12.5  14.1    MM   MM   MM    MM
2023 01 21 14 10 280  2.0  3.0   1.0    MM   7.8 266 1024.9  12.6  14.1    MM   MM   MM    MM
2023 01 21 14 00 290  2.0  3.0    MM    MM    MM  MM 1024.8  12.6  14.1    MM   MM -0.3    MM
2023 01 21 13 50 300  2.0  3.0   1.1    13   8.0 268 1024.8  12.6  14.1    MM   MM   MM    MM
2023 01 21 13 40 300  2.0  3.0    MM    MM    MM  MM 1024.7  12.6  14.1    MM   MM   MM    MM
2023 01 21 13 30 300  2.0  3.0    MM    MM    MM  MM 1024.9  12.6  14.1    MM   MM   MM    MM
2023 01 21 13 20 280  2.0  3.0   1.0    12   7.8 271 1024.9  12.7  14.1    MM   MM   MM    MM
2023 01 21 13 10 280  3.0  4.0   1.0    MM   7.8 271 1024.9  12.7  14.1    MM   MM   MM    MM
2023 01 21 13 00 280  3.0  4.0    MM    MM    MM  MM 1025.0  12.7  14.1    MM   MM -0.4    MM
2023 01 21 12 50 270  3.0  4.0   1.1    13   8.3 261 1025.0  12.7  14.1    MM   MM   MM    MM
2023 01 21 12 40 260  3.0  4.0    MM    MM    MM  MM 1025.0  12.7  14.1    MM   MM   MM    MM
2023 01 21 12 30 240  3.0  3.0    MM    MM    MM  MM 1025.0  12.6  14.1    MM   MM   MM    MM
2023 01 21 12 20 240  2.0  3.0   1.2    14   8.3 265 1025.0  12.6  14.1    MM   MM   MM    MM
2023 01 21 12 10 260  2.0  3.0    MM    MM    MM  MM 1025.0  12.5  14.1    MM   MM   MM    MM
2023 01 21 12 00 250  1.0  3.0    MM    MM    MM  MM 1025.0  12.5  14.1    MM   MM +0.0    MM
2023 01 21 11 50 230  1.0  2.0   1.1    12   7.8 269 1024.9  12.4  14.1    MM   MM   MM    MM
2023 01 21 11 40 230  1.0  1.0    MM    MM    MM  MM 1025.0  12.4  14.1    MM   MM   MM    MM
2023 01 21 11 30 230  1.0  1.0    MM    MM    MM  MM 1025.1  12.3  14.1    MM   MM   MM    MM
2023 01 21 11 20  MM  0.0  1.0   1.3    14   8.4 273 1025.1  12.3  14.1    MM   MM   MM    MM
2023 01 21 11 10  MM  0.0  1.0    MM    MM    MM  MM 1025.0  12.4  14.1    MM   MM   MM    MM
2023 01 21 11 00  10  1.0  2.0    MM    MM    MM  MM 1025.2  12.4  14.1    MM   MM +0.0    MM
2023 01 21 10 50  20  2.0  2.0   1.1    12   7.7 304 1025.3  12.4  14.1    MM   MM   MM    MM
2023 01 21 10 40  30  2.0  2.0   1.1    MM   7.7 304 1025.3  12.4  14.1    MM   MM   MM    MM
2023 01 21 10 30  30  1.0  3.0    MM    MM    MM  MM 1025.4  12.4  14.1    MM   MM   MM    MM
2023 01 21 10 20  30  1.0  2.0   1.2    13   7.9 284 1025.4  12.5  14.1    MM   MM   MM    MM
2023 01 21 10 10  10  1.0  2.0    MM    MM    MM  MM 1025.4  12.6  14.1    MM   MM   MM    MM
2023 01 21 10 00  20  1.0  1.0    MM    MM    MM  MM 1025.5  12.6  14.1    MM   MM +0.4    MM
2023 01 21 09 50 350  1.0  2.0   1.1    13   7.6 296 1025.4  12.7  14.1    MM   MM   MM    MM
2023 01 21 09 40 340  2.0  2.0    MM    MM    MM  MM 1025.4  12.7  14.1    MM   MM   MM    MM
2023 01 21 09 30 350  2.0  3.0    MM    MM    MM  MM 1025.3  12.7  14.1    MM   MM   MM    MM
2023 01 21 09 20 360  2.0  3.0   1.3    12   7.7 281 1025.2  12.8  14.1    MM   MM   MM    MM
2023 01 21 09 10 360  1.0  2.0   1.3    MM   7.7 281 1025.1  12.9  14.1    MM   MM   MM    MM
2023 01 21 09 00 350  1.0  2.0    MM    MM    MM  MM 1025.2  13.0  14.1    MM   MM +0.4    MM
2023 01 21 08 50 320  1.0  2.0   1.4    13   8.5 262 1025.2  13.0  14.2    MM   MM   MM    MM
2023 01 21 08 40 320  1.0  2.0    MM    MM    MM  MM 1025.1  13.0  14.1    MM   MM   MM    MM
2023 01 21 08 30 290  1.0  2.0    MM    MM    MM  MM 1025.1  13.0  14.1    MM   MM   MM    MM
2023 01 21 08 20 290  1.0  2.0   1.4    14   8.1 271 1025.1  13.0  14.2    MM   MM   MM    MM
2023 01 21 08 10 300  1.0  2.0   1.4    MM   8.1 271 1025.0  13.0  14.2    MM   MM   MM    MM
2023 01 21 08 00 290  1.0  2.0    MM    MM    MM  MM 1025.1  13.0  14.2    MM   MM +0.6    MM
2023 01 21 07 50 240  1.0  1.0   1.2    14   7.6 266 1025.1  13.1  14.2    MM   MM   MM    MM
2023 01 21 07 40 230  1.0  1.0    MM    MM    MM  MM 1025.2  13.1  14.2    MM   MM   MM    MM
2023 01 21 07 30 210  1.0  1.0    MM    MM    MM  MM 1025.1  13.1  14.2    MM   MM   MM    MM
2023 01 21 07 20 220  1.0  1.0   1.3    12   7.7 272 1025.2  13.1  14.2    MM   MM   MM    MM
2023 01 21 07 10  MM  0.0  1.0   1.3    MM   7.7 272 1025.2  13.1  14.2    MM   MM   MM    MM
2023 01 21 07 00  MM  0.0  1.0    MM    MM    MM  MM 1025.1  13.0  14.2    MM   MM +0.8    MM
2023 01 21 06 50 280  1.0  2.0   1.2    13   7.7 255 1025.0  13.1  14.2    MM   MM   MM    MM
2023 01 21 06 40  MM  0.0  1.0    MM    MM    MM  MM 1024.9  13.0  14.2    MM   MM   MM    MM
2023 01 21 06 30  MM  0.0  1.0    MM    MM    MM  MM 1024.9  13.0  14.2    MM   MM   MM    MM
2023 01 21 06 20  MM  0.0  1.0   1.3    12   7.5 266 1024.9  13.1  14.2    MM   MM   MM    MM
2023 01 21 06 10  MM  0.0  1.0    MM    MM    MM  MM 1024.8  13.1  14.2    MM   MM   MM    MM
2023 01 21 06 00  MM  0.0  1.0    MM    MM    MM  MM 1024.7  13.1  14.2    MM   MM +0.6    MM
2023 01 21 05 50  MM  0.0  1.0   1.2    12   6.9 263 1024.7  13.1  14.2    MM   MM   MM    MM
2023 01 21 05 40 320  1.0  2.0   1.2    MM   6.9 263 1024.7  13.2  14.2    MM   MM   MM    MM
2023 01 21 05 30 300  1.0  2.0    MM    MM    MM  MM 1024.6  13.2  14.2    MM   MM   MM    MM
2023 01 21 05 20 290  1.0  2.0   1.2    12   6.9 276 1024.5  13.2  14.2    MM   MM   MM    MM
2023 01 21 05 10 300  2.0  3.0   1.2    MM   6.9 276 1024.4  13.2  14.2    MM   MM   MM    MM
2023 01 21 05 00 290  2.0  3.0    MM    MM    MM  MM 1024.4  13.3  14.2    MM   MM +0.7    MM
2023 01 21 04 50 280  2.0  3.0   1.2    13   7.2 274 1024.3  13.2  14.2    MM   MM   MM    MM
2023 01 21 04 40 300  3.0  4.0    MM    MM    MM  MM 1024.2  13.2  14.2    MM   MM   MM    MM
2023 01 21 04 30 290  3.0  4.0    MM    MM    MM  MM 1024.2  13.2  14.2    MM   MM   MM    MM
2023 01 21 04 20 290  3.0  4.0   1.2    13   7.1 278 1024.2  13.1  14.2    MM   MM   MM    MM
2023 01 21 04 10 280  3.0  4.0   1.2    MM   7.1 278 1024.2  13.1  14.2    MM   MM   MM    MM
2023 01 21 04 00 280  3.0  5.0    MM    MM    MM  MM 1024.2  13.1  14.2    MM   MM +0.6    MM
2023 01 21 03 50 280  4.0  5.0   1.3    13   7.4 266 1024.2  13.1  14.2    MM   MM   MM    MM
2023 01 21 03 40 290  4.0  5.0    MM    MM    MM  MM 1024.1  13.2  14.2    MM   MM   MM    MM
2023 01 21 03 30 280  4.0  5.0    MM    MM    MM  MM 1024.1  13.3  14.2    MM   MM   MM    MM
2023 01 21 03 20 280  4.0  5.0   1.4    13   7.6 259 1024.1  13.4  14.2    MM   MM   MM    MM
2023 01 21 03 10 270  4.0  4.0    MM    MM    MM  MM 1024.1  13.4  14.2    MM   MM   MM    MM
2023 01 21 03 00 270  4.0  5.0    MM    MM    MM  MM 1024.1  13.3  14.2    MM   MM +0.8    MM
2023 01 21 02 50 260  4.0  5.0   1.3    13   7.1 260 1024.0  13.2  14.2    MM   MM   MM    MM
2023 01 21 02 40 260  4.0  5.0    MM    MM    MM  MM 1023.9  13.1  14.2    MM   MM   MM    MM
2023 01 21 02 30 260  4.0  5.0    MM    MM    MM  MM 1023.8  13.1  14.2    MM   MM   MM    MM
2023 01 21 02 20 270  4.0  6.0   1.2    12   6.6 254 1023.8  13.0  14.2    MM   MM   MM    MM
2023 01 21 02 10 280  5.0  6.0    MM    MM    MM  MM 1023.7  12.9  14.2    MM   MM   MM    MM
2023 01 21 02 00 280  5.0  6.0    MM    MM    MM  MM 1023.7  12.9  14.2    MM   MM +0.8    MM
2023 01 21 01 50 280  5.0  6.0   1.2    14   7.0 246 1023.6  13.0  14.3    MM   MM   MM    MM
2023 01 21 01 40 270  5.0  6.0    MM    MM    MM  MM 1023.6  12.9  14.3    MM   MM   MM    MM
2023 01 21 01 30 280  5.0  7.0    MM    MM    MM  MM 1023.5  13.0  14.3    MM   MM   MM    MM
2023 01 21 01 20 280  5.0  6.0   1.2    13   7.5 254 1023.5  13.1  14.3    MM   MM   MM    MM
2023 01 21 01 10 290  5.0  7.0   1.2    MM   7.5 254 1023.6  13.2  14.3    MM   MM   MM    MM
2023 01 21 01 00 290  5.0  7.0    MM    MM    MM  MM 1023.6  13.3  14.3    MM   MM +1.0    MM
2023 01 21 00 50 290  5.0  6.0   1.4    13   7.9 263 1023.6  13.3  14.3    MM   MM   MM    MM
2023 01 21 00 40 290  5.0  6.0    MM    MM    MM  MM 1023.5  13.4  14.3    MM   MM   MM    MM
2023 01 21 00 30 290  5.0  6.0    MM    MM    MM  MM 1023.4  13.3  14.3    MM   MM   MM    MM
2023 01 21 00 20 290  5.0  6.0   1.3    13   7.7 253 1023.4  13.3  14.4    MM   MM   MM    MM
2023 01 21 00 10 290  4.0  5.0    MM    MM    MM  MM 1023.3  13.3  14.4    MM   MM   MM    MM
2023 01 21 00 00 300  5.0  6.0    MM    MM    MM  MM 1023.3  13.3  14.4    MM   MM +0.4    MM
2023 01 20 23 50 290  5.0  6.0   1.3    13   7.6 265 1023.1  13.2  14.4    MM   MM   MM    MM
2023 01 20 23 40 290  4.0  6.0    MM    MM    MM  MM 1023.0  13.2  14.4    MM   MM   MM    MM
2023 01 20 23 20 300  4.0  6.0   1.3    13   7.5 259 1023.0  13.3  14.5    MM   MM   MM    MM
2023 01 20 23 10 290  4.0  5.0    MM    MM    MM  MM 1022.9  13.3  14.5    MM   MM   MM    MM
2023 01 20 23 00 290  4.0  5.0    MM    MM    MM  MM 1022.8  13.3  14.5    MM   MM -0.0    MM
2023 01 20 22 50 300  4.0  5.0   1.4    13   7.7 260 1022.8  13.3  14.5    MM   MM   MM    MM
2023 01 20 22 40 290  4.0  5.0    MM    MM    MM  MM 1022.8  13.2  14.5    MM   MM   MM    MM
2023 01 20 22 30 290  4.0  5.0    MM    MM    MM  MM 1022.7  13.3  14.6    MM   MM   MM    MM
2023 01 20 22 20 290  3.0  4.0   1.3    13   7.3 262 1022.6  13.3  14.7    MM   MM   MM    MM
2023 01 20 22 10 300  3.0  4.0    MM    MM    MM  MM 1022.5  13.3  14.7    MM   MM   MM    MM
2023 01 20 22 00 300  3.0  4.0    MM    MM    MM  MM 1022.6  13.2  14.8    MM   MM -0.9    MM
2023 01 20 21 50 290  2.0  3.0   1.4    12   7.6 262 1022.6  13.2  14.9    MM   MM   MM    MM
2023 01 20 21 40 280  2.0  3.0    MM    MM    MM  MM 1022.6  13.2  14.8    MM   MM   MM    MM
2023 01 20 21 30 280  2.0  3.0    MM    MM    MM  MM 1022.6  13.2  14.8    MM   MM   MM    MM
2023 01 20 21 20 290  2.0  3.0   1.3    13   7.4 264 1022.6  13.1  14.9    MM   MM   MM    MM
2023 01 20 21 10 300  2.0  2.0   1.3    MM   7.4 264 1022.7  13.1  14.8    MM   MM   MM    MM
2023 01 20 21 00 280  1.0  2.0    MM    MM    MM  MM 1022.8  13.3  14.8    MM   MM -0.5    MM
2023 01 20 20 50 250  1.0  2.0   1.2    14   6.6 275 1022.8  13.2  14.8    MM   MM   MM    MM
2023 01 20 20 40 270  1.0  2.0    MM    MM    MM  MM 1022.8  13.3  14.8    MM   MM   MM    MM
2023 01 20 20 30 260  1.0  2.0    MM    MM    MM  MM 1022.8  13.3  14.7    MM   MM   MM    MM
2023 01 20 20 20 210  1.0  2.0   1.5    14   7.3 257 1022.9  13.4  14.5    MM   MM   MM    MM
2023 01 20 20 10 190  1.0  2.0   1.5    MM   7.3 257 1023.0  13.2  14.5    MM   MM   MM    MM
2023 01 20 20 00 230  1.0  2.0    MM    MM    MM  MM 1023.0  13.2  14.5    MM   MM +0.0    MM
2023 01 20 19 50 300  1.0  3.0   1.3    14   6.9 270 1023.1  12.9  14.4    MM   MM   MM    MM
2023 01 20 19 40 310  1.0  2.0    MM    MM    MM  MM 1023.0  12.9  14.4    MM   MM   MM    MM
2023 01 20 19 30 310  1.0  3.0    MM    MM    MM  MM 1023.1  12.8  14.4    MM   MM   MM    MM
2023 01 20 19 20 320  2.0  3.0   1.3    13   6.9 264 1023.1  12.8  14.3    MM   MM   MM    MM
2023 01 20 19 10 330  2.0  4.0   1.3    MM   6.9 264 1023.1  12.9  14.3    MM   MM   MM    MM
2023 01 20 19 00 100  1.0  2.0    MM    MM    MM  MM 1023.4  13.1  14.3    MM   MM +1.4    MM
2023 01 20 18 50 110  2.0  3.0   1.3    15   6.8 258 1023.6  12.8  14.2    MM   MM   MM    MM
2023 01 20 18 40 120  1.0  3.0    MM    MM    MM  MM 1023.6  12.9  14.2    MM   MM   MM    MM
2023 01 20 18 30 130  1.0  2.0    MM    MM    MM  MM 1023.6  13.0  14.2    MM   MM   MM    MM
2023 01 20 18 20 140  1.0  2.0   1.2    14   6.5 269 1023.6  13.0  14.2    MM   MM   MM    MM
2023 01 20 18 10 150  2.0  2.0    MM    MM    MM  MM 1023.6  12.9  14.2    MM   MM   MM    MM
2023 01 20 18 00 150  2.0  2.0    MM    MM    MM  MM 1023.4  12.9  14.2    MM   MM +2.3    MM
2023 01 20 17 50 130  2.0  3.0   1.3    14   6.7 265 1023.3  12.8  14.2    MM   MM   MM    MM
2023 01 20 17 40 140  2.0  3.0    MM    MM    MM  MM 1023.2  12.8  14.1    MM   MM   MM    MM
2023 01 20 17 30 130  2.0  3.0    MM    MM    MM  MM 1023.1  12.7  14.1    MM   MM   MM    MM
2023 01 20 17 20 130  2.0  3.0   1.4    12   6.6 265 1023.0  12.6  14.1    MM   MM   MM    MM
2023 01 20 17 10 140  3.0  4.0   1.4    MM   6.6 265 1022.9  12.5  14.1    MM   MM   MM    MM
2023 01 20 17 00 130  3.0  5.0    MM    MM    MM  MM 1022.8  12.5  14.1    MM   MM +2.5    MM
2023 01 20 16 50 130  4.0  5.0   1.3    14   6.2 267 1022.8  12.5  14.1    MM   MM   MM    MM
2023 01 20 16 40 140  4.0  5.0    MM    MM    MM  MM 1022.6  12.5  14.1    MM   MM   MM    MM
2023 01 20 16 30 150  4.0  6.0    MM    MM    MM  MM 1022.5  12.6  14.1    MM   MM   MM    MM
2023 01 20 16 20 130  4.0  6.0   1.2    11   5.7 257 1022.4  12.8  14.1    MM   MM   MM    MM
2023 01 20 16 10 130  4.0  5.0   1.2    MM   5.7 257 1022.2  12.7  14.1    MM   MM   MM    MM
2023 01 20 16 00 130  4.0  6.0    MM    MM    MM  MM 1022.1  12.6  14.1    MM   MM +2.1    MM
2023 01 20 15 50 120  5.0  6.0   1.3    14   6.1 263 1022.0  12.4  14.1    MM   MM   MM    MM
2023 01 20 15 40 120  5.0  7.0    MM    MM    MM  MM 1021.8  12.4  14.1    MM   MM   MM    MM
2023 01 20 15 30 120  5.0  7.0    MM    MM    MM  MM 1021.7  12.5  14.1    MM   MM   MM    MM
2023 01 20 15 20 130  5.0  7.0   1.3    15   6.5 263 1021.5  12.5  14.1    MM   MM   MM    MM
2023 01 20 15 10 120  5.0  6.0   1.3    MM   6.5 263 1021.3  12.4  14.1    MM   MM   MM    MM
2023 01 20 15 00 110  5.0  7.0    MM    MM    MM  MM 1021.2  12.3  14.1    MM   MM +1.3    MM
2023 01 20 14 50 110  6.0  7.0   1.3    15   6.4 256 1021.1  12.3  14.1    MM   MM   MM    MM
2023 01 20 14 40 110  6.0  8.0    MM    MM    MM  MM 1020.9  12.2  14.1    MM   MM   MM    MM
2023 01 20 14 30 110  6.0  8.0    MM    MM    MM  MM 1020.8  12.4  14.1    MM   MM   MM    MM
2023 01 20 14 20 110  6.0  8.0   1.4    14   6.9 260 1020.7  12.6  14.1    MM   MM   MM    MM
2023 01 20 14 10 100  5.0  7.0    MM    MM    MM  MM 1020.5  12.7  14.1    MM   MM   MM    MM
2023 01 20 14 00  90  5.0  7.0    MM    MM    MM  MM 1020.4  12.7  14.1    MM   MM +0.7    MM
2023 01 20 13 50  90  5.0  8.0   1.3    14   6.6 268 1020.3  12.6  14.1    MM   MM   MM    MM
2023 01 20 13 40  70  3.0  6.0    MM    MM    MM  MM 1020.3  12.7  14.1    MM   MM   MM    MM
2023 01 20 13 30  60  3.0  5.0    MM    MM    MM  MM 1020.1  12.7  14.1    MM   MM   MM    MM
2023 01 20 13 20  60  2.0  4.0   1.4    14   6.7 266 1020.0  12.5  14.1    MM   MM   MM    MM
2023 01 20 13 10  50  2.0  3.0   1.4    MM   6.7 266 1020.0  12.4  14.1    MM   MM   MM    MM
2023 01 20 13 00  40  2.0  3.0    MM    MM    MM  MM 1020.0  12.4  14.1    MM   MM +0.0    MM
2023 01 20 12 50  30  1.0  2.0   1.5    14   6.7 272 1019.9  12.3  14.1    MM   MM   MM    MM
2023 01 20 12 40  70  1.0  2.0   1.5    MM   6.7 272 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 12 30  MM  0.0  1.0    MM    MM    MM  MM 1019.7  12.1  14.1    MM   MM   MM    MM
2023 01 20 12 20  MM  0.0  1.0   1.3    14   6.7 276 1019.6  12.0  14.1    MM   MM   MM    MM
2023 01 20 12 10  MM  0.0  1.0   1.3    MM   6.7 276 1019.7  12.1  14.1    MM   MM   MM    MM
2023 01 20 12 00  MM  0.0  1.0    MM    MM    MM  MM 1019.8  12.1  14.1    MM   MM +0.5    MM
2023 01 20 11 50  MM  0.0  2.0   1.4    13   6.6 260 1019.8  12.1  14.1    MM   MM   MM    MM
2023 01 20 11 40  MM  0.0  1.0    MM    MM    MM  MM 1019.8  12.1  14.1    MM   MM   MM    MM
2023 01 20 11 30  10  1.0  1.0    MM    MM    MM  MM 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 11 20 320  1.0  1.0   1.5    15   6.9 274 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 11 10 330  1.0  2.0    MM    MM    MM  MM 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 11 00 350  1.0  2.0    MM    MM    MM  MM 1019.8  12.2  14.1    MM   MM +0.5    MM
2023 01 20 10 50 340  1.0  2.0   1.4    14   6.5 252 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 10 40 350  2.0  3.0    MM    MM    MM  MM 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 10 30 330  2.0  3.0    MM    MM    MM  MM 1019.8  12.2  14.1    MM   MM   MM    MM
2023 01 20 10 20 330  2.0  3.0   1.3    13   6.2 270 1019.9  12.2  14.1    MM   MM   MM    MM
